PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170216,PIZ00003  ,02-25-2017,,301367,00038274,SEA.F     ,1,EFDLV20D65L         ,1800,PC,
PC170216,PIZ00003  ,02-25-2017,,301367,00038274,SEA.F     ,2,EFDLV23D65L         ,876,PC,
PC170216,PIZ00003  ,02-25-2017,,301367,00038274,SEA.F     ,3,EFDLV15L27L         ,120,PC,
PC170216,PIZ00003  ,02-25-2017,,301367,00038274,SEA.F     ,4,EFDLV15D65L         ,1416,PC,
