PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0073,PIL00007  ,07-06-2015,1970-01-01,301367,SEA.F     ,1,FCL22D+FCL32D       ,11000,PC,
PLIC0073,PIL00007  ,07-06-2015,1970-01-01,301367,SEA.F     ,2,FCL22EXD            ,3500,PC,
PLIC0073,PIL00007  ,07-06-2015,1970-01-01,301367,SEA.F     ,3,FCL40EX-D(I)        ,1920,PC,
