PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,1,EFDHV11D65L         ,2400,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,2,EFDHV11L27L         ,960,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,3,EFDHV15D65L         ,2640,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,4,EFDHV15L27L         ,960,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,5,EFDHV20D65L         ,1816,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,6,EFDHV20L27L         ,960,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,7,EFDHV23D65L         ,3840,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,8,EFDHV23L27L         ,1200,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,9,EFDHV25D65L         ,3840,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,10,EFDHV25L27L         ,1200,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,11,EFDHV8D65L          ,1200,PC,
PC160105,PIZ00003  ,08-10-2016,,301367,SEA.F     ,12,EFDHV8L27L          ,1200,PC,
