PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0020,PIZ00003  ,04-18-2015,2015-05-01,301367,SEA.F     ,1,EFDHV20D65A         ,960,PC,
PLIC0020,PIZ00003  ,04-18-2015,2015-05-01,301367,SEA.F     ,2,EFDHV25D65A         ,12000,PC,
