PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160145,PIZ00003  ,10-24-2016,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV15L27BE        ,1152,PC,
PC160145,PIZ00003  ,10-24-2016,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV23D65BE        ,1152,PC,
PC160145,PIZ00003  ,10-24-2016,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV23D65E         ,1152,PC,
