PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190566,PIZ00003  ,02-23-2019,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV20D65T1        ,960,PC,
PC190566,PIZ00003  ,02-23-2019,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV23D65T1        ,960,PC,
PC190566,PIZ00003  ,02-23-2019,1970-01-01,301367,00038274,SEA.F     ,3,EFUHV18D65A3        ,25000,PC,
