PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0040,PIZ00003  ,06-29-2015,,301367,SEA.F     ,1,EFDHV32D65A         ,4800,PC,
PLIC0040,PIZ00003  ,06-29-2015,,301367,SEA.F     ,2,EFDHV42D65A         ,4800,PC,
