PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,1,EFDHV15D65BE        ,3552,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,2,EFDHV15D65E         ,1152,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,3,EFDHV15L27BE        ,2400,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,4,EFDHV15L27E         ,2400,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,5,EFDHV23D65BE        ,5952,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,6,EFDHV23D65E         ,2400,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,7,EFDHV23L27BE        ,5088,PC
PLIC0005,PIZ00003,4/25/2015,5/20/2015,,SEA.F     ,8,EFDHV23L27E         ,1152,PC
