PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170295,PIZ00003  ,07-25-2017,,301367,00038274,SEA.F     ,1,EFDLV25D65L         ,120,PC,
PC170295,PIZ00003  ,07-25-2017,,301367,00038274,SEA.F     ,2,EFDLV20D65L         ,792,PC,
PC170295,PIZ00003  ,07-25-2017,,301367,00038274,SEA.F     ,3,EFDLV15D65L         ,600,PC,
PC170295,PIZ00003  ,07-25-2017,,301367,00038274,SEA.F     ,4,EFDLV23D65L         ,800,PC,
