PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190603,PIZ00003  ,05-02-2019,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV5DH6T          ,6000,PC,
