PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170386,PIZ00003  ,01-25-2018,,301367,00038274,SEA.F     ,1,EFDLV20D65L         ,792,PC,
PC170386,PIZ00003  ,01-25-2018,,301367,00038274,SEA.F     ,2,EFDLV23D65L         ,792,PC,
PC170386,PIZ00003  ,01-25-2018,,301367,00038274,SEA.F     ,3,EFDLV15D65L         ,576,PC,
