PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
,PIZ00003  ,03-21-2016,,301367,SEA.F     ,1,EFU11E652V          ,10600,PC,
,PIZ00003  ,03-21-2016,,301367,SEA.F     ,2,EFU14E652V          ,10600,PC,
,PIZ00003  ,03-21-2016,,301367,SEA.F     ,3,EFU5E672V           ,10600,PC,
,PIZ00003  ,03-21-2016,,301367,SEA.F     ,4,EFUHV18D65A3        ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,5,EFU11E652V          ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,6,EFU14E652V          ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,7,EFU5E672V           ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,8,EFUHV18D65A3        ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,9,EFU11E652V          ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,10,EFU14E652V          ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,11,EFU5E672V           ,10600,PC,
PC000001,PIZ00003  ,03-21-2016,,301367,SEA.F     ,12,EFUHV18D65A3        ,10600,PC,
