PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0082,PIL00007  ,08-04-2015,2015-08-10,301367,SEA.F     ,1,FCL22D+FCL32D       ,4000,PC,
PLIC0082,PIL00007  ,08-04-2015,2015-08-10,301367,SEA.F     ,2,FCL22EXD            ,2000,PC,
PLIC0082,PIL00007  ,08-04-2015,2015-08-10,301367,SEA.F     ,3,FCL40EX-D(I)        ,1320,PC,
