PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160167,PIZ00003  ,11-25-2016,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV20D65T         ,96,PC,
PC160167,PIZ00003  ,11-25-2016,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV23D65T         ,96,PC,
PC160167,PIZ00003  ,11-25-2016,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV25L27T         ,96,PC,
