PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160200,PIZ00006  ,01-23-2017,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV10LG4A         ,1500,PC,
PC160200,PIZ00006  ,01-23-2017,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV12DG4A         ,300,PC,
PC160200,PIZ00006  ,01-23-2017,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV4DG4A          ,10800,PC,
PC160200,PIZ00006  ,01-23-2017,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV7LG4A          ,3000,PC,
