PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,1,EFDHV11D65A         ,3744,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,2,EFDHV15D65A         ,5664,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,3,EFDHV15L27A         ,1248,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,4,EFDHV23D65A         ,6624,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,5,EFDHV23L27A         ,2400,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,6,EFDHV25D65A         ,47808,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,7,EFDHV25L27A         ,3840,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,8,EFDHV5D65A          ,2400,PC
PLIC00011,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,9,EFDHV5L27A          ,480,PC
