PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170279,PIZ00003  ,06-25-2017,,301367,00038274,SEA.F     ,1,EFDLV25D65L         ,120,PC,
PC170279,PIZ00003  ,06-25-2017,,301367,00038274,SEA.F     ,2,EFDLV20D65L         ,792,PC,
PC170279,PIZ00003  ,06-25-2017,,301367,00038274,SEA.F     ,3,EFDLV15D65L         ,600,PC,
