PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,1,EFDHV15L27T         ,7968,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,2,EFDHV20D65T         ,2496,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,3,EFDHV23D65T         ,5184,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,4,EFDHV25D65T         ,80928,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,5,EFDHV25L27T         ,2976,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,6,EFDHV42D65A         ,600,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,7,EFU11E652V          ,900,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,8,EFU14E272V          ,9500,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,9,EFU8E652V           ,14000,PC,
PC160097,PIZ00003  ,08-25-2016,1970-01-01,301367,SEA.F     ,10,EFDHV15D65T         ,20376,PC,
