PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180546,PIZ00003  ,12-23-2018,1970-01-01,301367,00038274,SEA.F     ,1,EFUHV18L27A         ,100,PC,
