PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0006,PIZ00003  ,05-07-2015,,301367,SEA.F     ,1,EFDLV11D65L         ,492,PC,
PLIC0006,PIZ00003  ,05-07-2015,,301367,SEA.F     ,2,EFDLV15L27LC        ,192,PC,
PLIC0006,PIZ00003  ,05-07-2015,,301367,SEA.F     ,3,EFDLV23D65LC        ,180,PC,
PLIC0006,PIZ00003  ,05-07-2015,,301367,SEA.F     ,4,EFDLV25D65L         ,1944,PC,
