PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,1,EFDHV11D65L         ,3600,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,2,EFDHV11L27L         ,2400,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,3,EFDHV15D65L         ,4800,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,4,EFDHV15L27L         ,3204,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,5,EFDHV20D65L         ,6300,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,6,EFDHV20L27L         ,2700,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,7,EFDHV23D65L         ,4200,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,8,EFDHV23L27L         ,1800,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,9,EFDHV25D65L         ,8400,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,10,EFDHV25L27L         ,3600,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,11,EFDHV8D65L          ,2400,PC,
PC160093,PIZ00003  ,07-11-2016,,301367,SEA.F     ,12,EFDHV8L27L          ,1596,PC,
