PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160138,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,1,LDTHV16DGNA         ,14,PC,
PC160138,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,2,LDTHV25DGNA         ,14,PC,
PC160138,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,3,LDTHV35DGNA         ,2,PC,
