PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0009,PIZ00003  ,04-25-2015,2015-05-10,EFU11E652V          ,SEA.F     ,1,EFU11E652V          ,200,PC,
PLIC0009,PIZ00003  ,04-25-2015,2015-05-10,EFU14E652V          ,SEA.F     ,2,EFU14E652V          ,100,PC,
