PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170349,PIZ00003  ,10-18-2017,1970-01-01,301367,00038274,AIR.F     ,1,EFU14E652V1         ,9600,PC,
PC170349,PIZ00003  ,10-18-2017,1970-01-01,301367,00038274,AIR.F     ,2,EFUHV18D65A         ,7200,PC,
PC170349,PIZ00003  ,10-18-2017,1970-01-01,301367,00038274,AIR.F     ,3,EFUHV18L27A         ,200,PC,
