PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0023,PIZ00003  ,06-10-2015,,301367,SEA.F     ,1,EFU5E672V           ,3000,PC,
PLIC0023,PIZ00003  ,06-10-2015,,301367,SEA.F     ,2,EFU8E272V           ,1200,PC,
PLIC0023,PIZ00003  ,06-10-2015,,301367,SEA.F     ,3,EFU8E652V           ,1200,PC,
PLIC0023,PIZ00003  ,06-10-2015,,301367,SEA.F     ,4,EFU14E652V          ,1200,PC,
PLIC0023,PIZ00003  ,06-10-2015,,301367,SEA.F     ,5,EFU5E282V           ,1200,PC,
