PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0085,PIZ00003  ,08-14-2015,,301367,SEA.F     ,1,EFU18E652V          ,300,PC,
PLIC0085,PIZ00003  ,08-14-2015,,301367,SEA.F     ,2,EFU8E652V           ,300,PC,
