PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0012,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,1,EFDHV20D65A         ,4512,PC
PLIC0012,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,2,EFDHV20L27A         ,384,PC
PLIC0012,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,3,EFDHV8D65A          ,1536,PC
PLIC0012,PIZ00003  ,4/9/2015,4/22/2015,301367,SEA.F     ,4,EFDHV8L27A          ,960,PC
