PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180497,PIZ00003  ,09-26-2018,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV20DH5T         ,1500,PC,
PC180497,PIZ00003  ,09-26-2018,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV23DH5T         ,1500,PC,
PC180497,PIZ00003  ,09-26-2018,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV30DH5T         ,1000,PC,
