PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0013,PLI00004  ,4/26/2015,5/1/2015,301367,SEA.F     ,1,EFD11E65HD3A2       ,480,PC
PLIC0013,PLI00004  ,4/26/2015,5/1/2015,301367,SEA.F     ,2,EFD14E27HD3A2       ,1920,PC
PLIC0013,PLI00004  ,4/26/2015,5/1/2015,301367,SEA.F     ,3,EFD14E65HD3A2       ,3600,PC
