PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180428,PIZ00003  ,04-25-2018,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,960,PC,
PC180428,PIZ00003  ,04-25-2018,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV25L27T         ,480,PC,
PC180428,PIZ00003  ,04-25-2018,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV32D65A         ,984,PC,
PC180428,PIZ00003  ,04-25-2018,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV42D65A         ,504,PC,
