PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0241,PIZ00003  ,01-18-2016,,301367,SEA.F     ,1,EFDHV8D65A          ,1000,PC,
PLIC0241,PIZ00003  ,01-18-2016,,301367,SEA.F     ,2,EFDHV11D65A         ,3000,PC,
