PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PLIC0098,PIZ00003  ,09-23-2015,2015-11-10,301367,SEA.F     ,1,EFDHV32D65A         ,9600,PC,
PLIC0098,PIZ00003  ,09-23-2015,2015-11-10,301367,SEA.F     ,2,EFDHV42D65A         ,9600,PC,
