PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190597,PIZ00003  ,04-17-2019,1970-01-01,301367,00038274,SEA.F     ,1,EFUHV18D65A3        ,44000,PC,
PC190597,PIZ00003  ,04-17-2019,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV11DH7A         ,2000,PC,
PC190597,PIZ00003  ,04-17-2019,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV11LH7A         ,1000,PC,
