PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170273,PIZ00003  ,05-24-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV25D65T         ,19008,PC,
PC170273,PIZ00003  ,05-24-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFU11E652V          ,3000,PC,
PC170273,PIZ00003  ,05-24-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFUHV18D65A         ,10000,PC,
